sample_id,group_id,image_path,center_x,center_y
Plate01_2012-06-11_297,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,203,456
Plate01_2012-06-11_298,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,755,461
Plate01_2012-06-11_299,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,791,487
Plate01_2012-06-11_300,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,718,488
Plate01_2012-06-11_301,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,214,495
Plate01_2012-06-11_302,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,752,511
Plate01_2012-06-11_303,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,734,543
Plate01_2012-06-11_304,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,462,589
Plate01_2012-06-11_305,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,621,605
Plate01_2012-06-11_306,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,474,618
Plate01_2012-06-11_307,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,593,625
Plate01_2012-06-11_308,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,762,644
Plate01_2012-06-11_309,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,626,646
Plate01_2012-06-11_310,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0001.tif,744,682
Plate01_2012-06-11_517,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,185,23
Plate01_2012-06-11_518,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,869,104
Plate01_2012-06-11_520,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,889,141
Plate01_2012-06-11_521,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,645,155
Plate01_2012-06-11_522,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,595,173
Plate01_2012-06-11_523,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,569,215
Plate01_2012-06-11_524,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,118,279
Plate01_2012-06-11_525,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,411,307
Plate01_2012-06-11_526,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,438,334
Plate01_2012-06-11_527,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,634,347
Plate01_2012-06-11_528,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,144,398
Plate01_2012-06-11_529,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,91,416
Plate01_2012-06-11_530,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,63,415
Plate01_2012-06-11_531,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,383,544
Plate01_2012-06-11_532,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,547,547
Plate01_2012-06-11_533,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,711,583
Plate01_2012-06-11_534,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,674,601
Plate01_2012-06-11_535,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,216,637
Plate01_2012-06-11_536,gi-780,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016022000-0002.tif,830,644
Plate01_2012-06-11_769,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0001.tif,164,80
Plate01_2012-06-11_770,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0001.tif,715,100
Plate01_2012-06-11_771,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0001.tif,159,341
Plate01_2012-06-11_772,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0001.tif,144,360
Plate01_2012-06-11_773,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0001.tif,447,458
Plate01_2012-06-11_774,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0001.tif,398,465
Plate01_2012-06-11_775,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0001.tif,648,489
Plate01_2012-06-11_776,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0001.tif,470,745
Plate01_2012-06-11_957,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0002.tif,606,124
Plate01_2012-06-11_959,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0002.tif,444,148
Plate01_2012-06-11_960,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0002.tif,694,317
Plate01_2012-06-11_961,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0002.tif,266,425
Plate01_2012-06-11_1111,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0003.tif,16,22
Plate01_2012-06-11_1112,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0003.tif,766,27
Plate01_2012-06-11_1113,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0003.tif,73,130
Plate01_2012-06-11_1114,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0003.tif,392,593
Plate01_2012-06-11_1115,gi-782,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-001023000-0003.tif,292,720
Plate01_2012-06-11_932,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,823,125
Plate01_2012-06-11_933,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,757,135
Plate01_2012-06-11_934,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,496,290
Plate01_2012-06-11_935,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,630,332
Plate01_2012-06-11_936,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,586,355
Plate01_2012-06-11_937,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,449,364
Plate01_2012-06-11_938,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,363,365
Plate01_2012-06-11_939,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,626,378
Plate01_2012-06-11_940,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,275,387
Plate01_2012-06-11_941,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,491,389
Plate01_2012-06-11_942,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,444,406
Plate01_2012-06-11_943,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,269,429
Plate01_2012-06-11_944,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,1032,490
Plate01_2012-06-11_945,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,84,591
Plate01_2012-06-11_946,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,969,608
Plate01_2012-06-11_947,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,719,634
Plate01_2012-06-11_948,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,757,635
Plate01_2012-06-11_949,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,972,646
Plate01_2012-06-11_950,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,793,651
Plate01_2012-06-11_951,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,212,668
Plate01_2012-06-11_952,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,759,698
Plate01_2012-06-11_953,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,355,708
Plate01_2012-06-11_954,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,821,721
